batch,d_loss,g_loss,d_real,d_fake,wasserstein_distance
1,9.925774574279785,0.018363002687692642,-0.017699558287858963,-0.015229891985654831,-0.002469666302204132
6,9.898835182189941,-0.0022440538741648197,-0.006144994869828224,-0.008109616115689278,0.0019646212458610535
11,9.863151550292969,-0.022638924419879913,0.0012635146267712116,0.022682102397084236,-0.021418587770313025
16,9.806446075439453,-0.10733306407928467,0.02781674638390541,0.0881577655673027,-0.06034101918339729
21,9.670440673828125,-0.18679386377334595,0.07284248620271683,0.17496344447135925,-0.10212095826864243
26,9.29499626159668,-0.36405688524246216,0.1465195119380951,0.3082127273082733,-0.16169321537017822
31,8.448665618896484,-0.755797266960144,0.3209182620048523,0.6551744341850281,-0.3342561721801758
36,6.681608200073242,-1.3283822536468506,0.7426662445068359,1.2613887786865234,-0.5187225341796875
41,2.8482441902160645,-1.778900384902954,1.3377549648284912,1.734816551208496,-0.3970615863800049
46,-0.3325732946395874,-0.6215755343437195,1.7733008861541748,1.0277574062347412,0.7455434799194336
51,-1.3421157598495483,-0.5936750173568726,2.6630172729492188,0.6775587797164917,1.985458493232727
56,-1.8142969608306885,-0.3895038962364197,2.9752659797668457,0.3969927430152893,2.5782732367515564
61,-2.3007051944732666,-0.19097813963890076,3.3164806365966797,0.24649666249752045,3.0699839740991592
66,-2.392274856567383,-0.3415813446044922,3.785752296447754,0.2599565386772156,3.5257957577705383
71,-2.8081698417663574,-0.06647047400474548,3.8301806449890137,0.009314930997788906,3.8208657139912248
76,-3.5332155227661133,-0.030610915273427963,4.612980365753174,0.05961349233984947,4.553366873413324
81,-3.9664196968078613,0.018759626895189285,4.776980876922607,-0.019683144986629486,4.796664021909237
86,-4.180912971496582,0.07865850627422333,5.18691873550415,-0.10696212202310562,5.293880857527256
91,3.1534323692321777,-5.820681571960449,4.347987174987793,5.963029861450195,-1.6150426864624023
96,2.3047022819519043,-5.20676326751709,3.9254252910614014,5.611505508422852,-1.6860802173614502
101,1.0707520246505737,-4.289539337158203,3.941401243209839,4.664182662963867,-0.7227814197540283
106,-0.3151357173919678,-3.1499485969543457,3.850889205932617,3.2244462966918945,0.6264429092407227
111,-1.2634625434875488,-2.0404787063598633,3.9949705600738525,2.304060697555542,1.6909098625183105
116,-2.3311126232147217,-0.956118106842041,4.077327251434326,1.2107230424880981,2.866604208946228
121,-3.4122605323791504,-0.4300900101661682,4.5569305419921875,0.45966434478759766,4.09726619720459
126,-4.117746353149414,-0.2179006040096283,5.254452228546143,0.21257202327251434,5.041880205273628
131,-4.663090705871582,0.013608047738671303,5.679655075073242,0.04917549341917038,5.630479581654072
136,-5.558209419250488,0.05808258429169655,6.03663969039917,-0.08561629801988602,6.122255988419056
141,-5.9505791664123535,0.3032286465167999,6.661041259765625,-0.24870431423187256,6.909745573997498
146,-6.74273681640625,0.3434232473373413,7.249013900756836,-0.2477443367242813,7.496758237481117
151,-7.1131768226623535,0.34623032808303833,7.463440895080566,-0.2804466784000397,7.743887573480606
156,-7.880245208740234,0.5144327878952026,8.30297565460205,-0.49192458391189575,8.794900238513947
161,-8.400703430175781,0.5308043360710144,8.611926078796387,-0.6111336350440979,9.223059713840485
166,-8.42116928100586,0.798140287399292,9.743668556213379,-0.6398218870162964,10.383490443229675
171,-9.158880233764648,0.8094895482063293,9.414947509765625,-0.8652551174163818,10.280202627182007
176,-9.993579864501953,1.0135605335235596,10.229312896728516,-1.0131375789642334,11.242450475692749
181,-10.199169158935547,1.1714061498641968,10.12056827545166,-1.2587296962738037,11.379297971725464
186,-9.918733596801758,1.4915480613708496,9.997735977172852,-1.3457329273223877,11.34346890449524
191,-10.15557861328125,1.2970409393310547,10.784780502319336,-1.1324193477630615,11.917199850082397
